Higher taxonomic group,Order,Family,Genus,Species,Sexual_system,Karyotype,Genotypic,Environmental
Reptilia,Squamata,Gekkonidae,Phelsuma,laticauda,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Phelsuma,lineata,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Phelsuma,lineata prusila,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Phelsuma,madagascariensis grandis,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Phelsuma,madagascariensis madagascariensis,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Phelsuma,ornata,gonochorous,,GSD,
Reptilia,Squamata,Gekkonidae,Phelsuma,sundbergi,gonochorous,,GSD,
Reptilia,Squamata,Gekkonidae,Phyllodactylus,lanei,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Gekkonidae,Phyllodactylus,marmoratus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Gekkonidae,Tarentola,angustimentali,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Tarentola,annularis,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Tarentola,boettgeri hierrensis,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Tarentola,delalandii,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Tarentola,gomerensis,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Tarentola,mauritanica,gonochorous,,,TSD II
Reptilia,Squamata,Gymnophthalmidae,Calyptommatus,leiolespis,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Gymnophthalmidae,Calyptommatus,nicterus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Gymnophthalmidae,Calyptommatus,sinebrachiatus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Gymnophthalmidae,Gymnophthalmus,plei,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Gymnophthalmidae,Gymnophthalmus,underwoodi,apomictic,,,
Reptilia,Squamata,Gymnophthalmidae,Leposoma,percarinatum,apomictic,,,
Reptilia,Squamata,Gymnophthalmidae,Micrablepharus,atticolus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Gymnophthalmidae,Micrablepharus,maximiliani,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Gymnophthalmidae,Nothobachia,ablephara,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,acutus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,bimaculatus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,biporcatus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,carolinensis,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,conspersus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,cooki,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,cristatellus wyleyae,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,distichus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,evermanni,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,ferreus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,gingivinus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,grahami,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,gundlachi,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,krugi,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,leachii,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,marmoratus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,monensis,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,nebulosus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,oculatus-1,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,oculatus-2,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,opalinus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,pivodus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,poncensis,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,pulchellus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,sabanus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,scriptus leucophaeus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,stratulus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Anolis,wattsi,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Basiliscus,basiliscus,gonochorous,,GSD,
Reptilia,Squamata,Iguanidae,Crotaphytus,collaris,gonochorous,,GSD,
Reptilia,Squamata,Iguanidae,Cupriguanus,achalensis,gonochorous,,GSD,
Reptilia,Squamata,Iguanidae,Dipsosaurus,dorsalisE,gonochorous,homomorphic,,
Reptilia,Squamata,Iguanidae,Norops,biporcatus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Norops,onca,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Norops,sagrei,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Phymaturus,palluma,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Polychrus,acutirostris,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Polychrus,marmoratus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Polychrus,peruvianus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Pristidactylus,achalensis,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,aeneus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,anahuacus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,asper,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,bulleri,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,cautus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,chrysostictus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,clarkii,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,couchii,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,cozumelae,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,dugesii,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,gadoviae,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,goldmani,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,graciosus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,grammicus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,heterolepis,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,hunsakeri,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,jalapae,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,jarrovii,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,licki,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,lundelli,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,maculosus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,megalepidurus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,melanorhinus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,merriami,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,mucronatus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,nelsoni,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,occidentalis,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,orcutti,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,ornatus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,palaciosi,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,pardus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,poinsettii,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,pyrocephalus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,scalaris,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,serrifer,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,siniferus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,spinosus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,spp.,apomictic,,,
Reptilia,Squamata,Iguanidae,Sceloporus,torquatus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,undulatus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,uniformis,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Sceloporus,variabilis,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Tripidodactylus,onca,gonochorous,,GSD,
Reptilia,Squamata,Iguanidae,Tropidurus,amathites,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Tropidurus,hispidus,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Tropidurus,nanuzae,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Tropidurus,psammonastes,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Tropidurus,torquatus,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Uma,inornata,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Uta,antiquus,gonochorous,,GSD,
Reptilia,Squamata,Iguanidae,Uta,nolascensis,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Uta,palmeri,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Uta,squamata,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Iguanidae,Uta,stansburiana,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Lacertidae,Acanthodactylus,erythrurus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Algyroides,moreoticus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Algyroides,nigropunctatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Darevskia,armeniaca,apomictic,,,
Reptilia,Squamata,Lacertidae,Darevskia,bendimahiensis,apomictic,,,
Reptilia,Squamata,Lacertidae,Darevskia,dahli,apomictic,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Darevskia,mixta,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Darevskia,raddei,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Darevskia,rostombekovi,apomictic,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Darevskia,sapphirina,apomictic,,,
Reptilia,Squamata,Lacertidae,Darevskia,unisexualis,apomictic,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Darevskia,uzzelli,apomictic,,,
Reptilia,Squamata,Lacertidae,Darevskia,valentini,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Eremias,arguta,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Eremias,grammica,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Eremias,multiocellata,gonochorous,ZW,female heterogametic,TSD II
Reptilia,Squamata,Lacertidae,Eremias,olivieri,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Eremias,velox,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Gallotia,galloti,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Heliobolus,lugubris,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,agilis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,aranica,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,armeniaca,gonochorous,,GSD,
Reptilia,Squamata,Lacertidae,Lacerta,aurelioi,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,bilineata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,cyreni,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,dugesii,gonochorous,,GSD,
Reptilia,Squamata,Lacertidae,Lacerta,graeca,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,horvathi,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,jayakari,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,kulzeri,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,laevis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,lepida,gonochorous,,GSD,
Reptilia,Squamata,Lacertidae,Lacerta,monticola,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,strigata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,trilineata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,viridis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Lacerta,vivipara,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Meroles,cuneirostris,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Mesalina,olivieri,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Ophisops,elegans,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Pedioplanis,namaquensis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Podarcis,dugesii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Podarcis,erhardii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Podarcis,hispanica,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Podarcis,melisellensis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Podarcis,muralis,gonochorous,,GSD,
Reptilia,Squamata,Lacertidae,Podarcis,pityusensis,gonochorous,,,TSD
Reptilia,Squamata,Lacertidae,Podarcis,sicula,gonochorous,,GSD,
Reptilia,Squamata,Lacertidae,Podarcis,tiliguerta,gonochorous,,GSD,
Reptilia,Squamata,Lacertidae,Podarcis,wagleriana,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Psammodromus,algirus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Takydromus,sexlineatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Lacertidae,Timon,lepidus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Pygopodidae,Delma,inornata,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Pygopodidae,Lialis,burtonis,gonochorous,complex XY,male heterogametic,
Reptilia,Squamata,Pythonidae,Python,regius,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Scincidae,Bassiana,duperreyi,gonochorous,XY,male heterogametic,TSD Ia
Reptilia,Squamata,Scincidae,Claireascincus,baudinii,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Scincidae,Claireascincus,cryodroma,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Scincidae,Claireascincus,entrecasteauxii,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Scincidae,Claireascincus,pagenstecheri,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Scincidae,Claireascincus,rawlinsoni,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Scincidae,Cyclodina,olivieri,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Scincidae,Eulamprus,heatwolei,gonochorous,,,TSD
Reptilia,Squamata,Scincidae,Eulamprus,tympanum,gonochorous,,,TSD Ib
Reptilia,Squamata,Scincidae,Eumeces,fasciatus,gonochorous,,GSD,
Reptilia,Squamata,Scincidae,Eumeces,obsoletus,gonochorous,,GSD,
Reptilia,Squamata,Scincidae,Lampropholis,sp.,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Scincidae,Mabuya,mabouya mabouya,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Scincidae,Menetia,greyii-1,apomictic,,,
Reptilia,Squamata,Scincidae,Menetia,greyii-2,gonochorous,,,
Reptilia,Squamata,Scincidae,Niveoscincus,ocellatus,gonochorous,,,TSD Ia
Reptilia,Squamata,Scincidae,Oligosoma,maccanni,gonochorous,,GSD,
Reptilia,Squamata,Scincidae,Oligosoma,suteri,gonochorous,,GSD,
Reptilia,Squamata,Scincidae,Pseudemoia,spenceri,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Scincidae,Saproscincus,czechurai,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Scincidae,Scincella,lateralis,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Scincidae,Sphenomorphus,indicus,gonochorous,,,TSD Ib
Reptilia,Squamata,Teiidae,Aspidoscelis,angusticeps,gonochorous,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,cozumela,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,deppei,gonochorous,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,dixoni,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,exsanguis,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,flagellicauda,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,inornata,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Teiidae,Aspidoscelis,laredonsis,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,maslini,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,neomexicana,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,neotesselata,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,opate,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,rodecki,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,sonorae,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,tesselata,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,uniparens,apomictic,,,
Reptilia,Squamata,Teiidae,Aspidoscelis,velox,apomictic,,,
Reptilia,Squamata,Teiidae,Cnemidophorus,tigris,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Teiidae,Cnemidophorus,cryptus,apomictic,,,
Reptilia,Squamata,Teiidae,Cnemidophorus,gramivagus,gonochorous,,,
Reptilia,Squamata,Teiidae,Cnemidophorus,lemniscatus,gonochorous,,,
Reptilia,Squamata,Teiidae,Cnemidophorus,pseudolemniscatus,apomictic,,,
Reptilia,Squamata,Teiidae,Kentropyx,borckianus,apomictic,,,
Reptilia,Squamata,Teiidae,Teius,suquiensis,apomictic,,,
Reptilia,Squamata,Typhlopidae,Ramphotyphlops,braminus,apomictic,,,
Reptilia,Squamata,Varanidae,Varanus,acanthurus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Varanidae,Varanus,albigularis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Varanidae,Varanus,exanthematicus,gonochorous,,GSD,
Reptilia,Squamata,Varanidae,Varanus,niloticus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Varanidae,Varanus,salvator,gonochorous,,,TSD
Reptilia,Squamata,Varanidae,Varanus,varius,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Agkistrodon,contortrix,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Atropoides,mummifer,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Atropoides,picadoi,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Bothriechis,lateralis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Bothriechis,nigroviridis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Bothriechis,schlegelii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Bothrops,alternatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Bothrops,asper,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Bothrops,insularis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Bothrops,jararaca,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Bothrops,jararacussu,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Bothrops,leucurus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Bothrops,mojeni,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Bothrops,neuwiedi,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Cerrophidion,godmani,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Crotalus,catalinensis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Crotalus,cerastes,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Crotalus,durissus terrificus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Crotalus,enyo,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Crotalus,molossus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Crotalus,ruber,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Crotalus,scutulatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Crotalus,tortugensis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Daboia,russelli russelli,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Echis,carinatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Lachesis,muta noctivaga,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Macrovipera,lebetina,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Porthidium,nasutum,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Vipera,ammodytes ammodytes,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Vipera,aspis aspis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Vipera,aspis zinnikeri,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Vipera,berus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Vipera,latastei latastei,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Vipera,monticola,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Vipera,renardi,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Vipera,seoanei,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Viperidae,Vipera,ursinii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Xantusiidae,Lepidophyma,flavimaculatum,apomictic,,,
Reptilia,Squamata,Xantusiidae,Lepidophyma,reticulatum,apomictic,,,
